"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[proof]] once again that if the filmmakers just follow the books they ca nt go wrong better effects better acting and a hilarious kenneth branagh an [[excellent]] sequel","[[evidentiary]] once again that if the filmmakers just follow the books they ca nt go wrong better effects better acting and a hilarious kenneth branagh an [[excеllent]] sequel",0.03491085767745972,0.5636453628540039,1,0,1,47,"Successful"
"the film s sense of imagery [[gives]] it a terrible strength but it s [[propelled]] by the acting","the film s sense of imagery [[provides]] it a terrible strength but it s [[propeⅼled]] by the acting",0.1022944450378418,0.8229926824569702,1,0,1,39,"Successful"
"a [[masterful]] [[film]] from a master [[filmmaker]] unique in its deceptive [[grimness]] [[compelling]] in its fatalist [[worldview]]","a [[mastеrful]] [[fіlm]] from a master [[filmmakers]] unique in its deceptive [[grimnesѕ]] [[cоmpelling]] in its fatalist [[worldviеw]]",0.017992079257965088,0.1651526689529419,1,1,1,75,"Failed"
"in its own floundering way it gets to you just like igby","in its own floundering way it gets to you just like igby",0.8500580787658691,0.8500580787658691,0,0,1,1,"Skipped"
"[[imperfect]] yes but also [[intriguing]] and honorable a [[worthwhile]] [[addition]] to a distinguished film legacy","[[imperfec𝚝]] yes but also [[iոtriguing]] and honorable a [[useful]] [[additioո]] to a distinguished film legacy",0.016616523265838623,0.05566138029098511,1,1,1,63,"Failed"
"for anyone who remembers the 60s or is interested in one man s response to stroke ram dass [[fierce]] grace is [[worth]] seeking out","for anyone who remembers the 60s or is interested in one man s response to stroke ram dass [[fіerce]] grace is [[penalty]] seeking out",0.022015094757080078,0.7580724954605103,1,0,1,42,"Successful"
"a delirious [[celebration]] of the female orgasm","a delirious [[celebrations]] of the female orgasm",0.09548068046569824,0.572388768196106,1,0,1,23,"Successful"
"in the end the film is less the cheap thriller you d expect than it is a fairly [[revealing]] study of its two main characters — damaged goods people whose orbits will inevitably and dangerously collide","in the end the film is less the cheap thriller you d expect than it is a fairly [[reveal]] study of its two main characters — damaged goods people whose orbits will inevitably and dangerously collide",0.27216625213623047,0.6766643524169922,1,0,1,38,"Successful"
"baby faced renner is eerily [[convincing]] as this bland blank of a man with unimaginable demons within","baby faced renner is eerily [[persuading]] as this bland blank of a man with unimaginable demons within",0.1868693232536316,0.5585960149765015,1,0,1,30,"Successful"
"[[smith]] [[profiles]] five [[extraordinary]] american homes and because the owners seem fully aware of the uses and abuses of fame it s a [[pleasure]] to enjoy their eccentricities","[[smitհ]] [[profiling]] five [[extraordinaire]] american homes and because the owners seem fully aware of the uses and abuses of fame it s a [[plеasure]] to enjoy their eccentricities",0.021938085556030273,0.6170200109481812,1,0,1,72,"Successful"
"[[call]] it [[magic]] [[realism]] or [[surrealism]] but miss wonton [[floats]] [[beyond]] reality with a certain degree of wit and dignity","[[calls]] it [[sorcery]] [[realist]] or [[surrealisｍ]] but miss wonton [[f]] [[loats]] [[beуond]] reality with a certain degree of wit and dignity",0.026799023151397705,0.19591432809829712,1,1,1,70,"Failed"
"to the film s credit the acting is [[fresh]] and unselfconscious and munch is a [[marvel]] of reality versus sappy sentiment","to the film s credit the acting is [[fraiche]] and unselfconscious and munch is a [[mrvel]] of reality versus sappy sentiment",0.022652029991149902,0.9537754654884338,1,0,1,39,"Successful"
"as a [[good]] [[old]] [[fashioned]] [[adventure]] for kids spirit stallion of the cimarron is a winner","as a [[gоod]] [[archaic]] [[fashioոed]] [[adve]] [[nture]] for kids spirit stallion of the cimarron is a winner",0.031109333038330078,0.19392740726470947,1,1,1,59,"Failed"
"remains a [[solid]] if somewhat heavy handed account of the near disaster done up by howard with a steady if not very imaginative hand","remains a [[soild]] if somewhat heavy handed account of the near disaster done up by howard with a steady if not very imaginative hand",0.11308085918426514,0.7270574569702148,1,0,1,27,"Successful"
"for all the dolorous trim secretary is a genial [[romance]] that maintains a surprisingly buoyant tone throughout [[notwithstanding]] some of the writers sporadic dips into pop freudianism","for all the dolorous trim secretary is a genial [[romnace]] that maintains a surprisingly buoyant tone throughout [[notwithstandinɡ]] some of the writers sporadic dips into pop freudianism",0.04753565788269043,0.6540603041648865,1,0,1,55,"Successful"
"es una de esas películas [[de]] [[las]] que uno [[sale]] [[reconfortado]] agradecido genuinamente sorprendido","es una de esas películas [[the]] [[lɑs]] que uno [[slae]] [[rеconfortado]] agradecido genuinamente sorprendido",0.08429008722305298,0.4617301821708679,1,1,1,46,"Failed"
"the story once it gets rolling is nothing [[short]] of a great one","the story once it gets rolling is nothing [[shоrt]] of a great one",0.028247952461242676,0.9244239926338196,1,0,1,20,"Successful"
"the movie is full of [[fine]] performances led by josef bierbichler as brecht and monica bleibtreu as helene weigel his wife","the movie is full of [[fined]] performances led by josef bierbichler as brecht and monica bleibtreu as helene weigel his wife",0.03395193815231323,0.9700865745544434,1,0,1,26,"Successful"
"[[thanks]] to scott s [[charismatic]] roger and eisenberg s sweet nephew roger dodger is one of the most [[compelling]] variations on in the [[company]] of men","[[thɑnks]] to scott s [[theologian]] roger and eisenberg s sweet nephew roger dodger is one of the most [[compelⅼing]] variations on in the [[co]] [[mpany]] of men",0.02317863702774048,0.5759789943695068,1,0,1,80,"Successful"
"highly recommended [[viewing]] for its courage [[ideas]] technical proficiency and [[great]] acting","highly recommended [[vieԝing]] for its courage [[ideaѕ]] technical proficiency and [[grea𝚝]] acting",0.022904276847839355,0.03971773386001587,1,1,1,51,"Failed"
"daringly perceptive [[taut]] piercing and feisty biggie and [[tupac]] is [[undeniably]] subversive and [[involving]] in its bold [[presentation]]","daringly perceptive [[strained]] piercing and feisty biggie and [[eminem]] is [[undenіably]] subversive and [[involviոg]] in its bold [[presеntation]]",0.018498122692108154,0.5034001469612122,1,0,1,93,"Successful"
"a [[compelling]] coming of age drama about the [[arduous]] journey of a [[sensitive]] [[young]] girl through a [[series]] of foster homes and a [[fierce]] struggle to pull free from her [[dangerous]] and domineering mother s hold over her","a [[compelliոg]] coming of age drama about the [[ardսous]] journey of a [[sеnsitive]] [[youngster]] girl through a [[serials]] of foster homes and a [[firce]] struggle to pull free from her [[danɡerous]] and domineering mother s hold over her",0.023745179176330566,0.5167542099952698,1,0,1,129,"Successful"
"everywhere the camera looks there is something [[worth]] seeing","everywhere the camera looks there is something [[valuable]] seeing",0.04770076274871826,0.6251838803291321,1,0,1,19,"Successful"
"filmmakers david weissman and bill weber [[benefit]] enormously from the cockettes camera craziness not only did they film performances but they did the same at home","filmmakers david weissman and bill weber [[benfit]] enormously from the cockettes camera craziness not only did they film performances but they did the same at home",0.1614437699317932,0.5349530577659607,1,0,1,29,"Successful"
"the film is a very [[good]] viewing alternative for young women","the film is a very [[ɡood]] viewing alternative for young women",0.030124664306640625,0.7506157159805298,1,0,1,18,"Successful"
"it s a [[clear]] eyed [[portrait]] of an intensely lived time filled with nervous [[energy]] moral ambiguity and great uncertainties","it s a [[unequivocal]] eyed [[portrɑit]] of an intensely lived time filled with nervous [[enegy]] moral ambiguity and great uncertainties",0.02504831552505493,0.5890989303588867,1,0,1,57,"Successful"
"a [[lyrical]] metaphor for cultural and personal self discovery and a picaresque [[view]] of a little remembered world","a [[melodramatic]] metaphor for cultural and personal self discovery and a picaresque [[v]] [[iew]] of a little remembered world",0.027297496795654297,0.5920882821083069,1,0,1,38,"Successful"
"this is the [[best]] american movie about troubled teens since 1998 s whatever","this is the [[nicest]] american movie about troubled teens since 1998 s whatever",0.07047861814498901,0.5055444836616516,1,0,1,21,"Successful"
"an [[ambitious]] and moving but bleak [[film]]","an [[ambіtious]] and moving but bleak [[flim]]",0.03541254997253418,0.7711673974990845,1,0,1,20,"Successful"
"pocas veces [[es]] posible ver un elenco tan compenetrado con la [[historia]] donde todos y cada uno [[de]] los actores ofrecen actuaciones verdaderamente memorables","pocas veces [[was]] posible ver un elenco tan compenetrado con la [[historіa]] donde todos y cada uno [[dе]] los actores ofrecen actuaciones verdaderamente memorables",0.1234709620475769,0.5884793996810913,1,0,1,49,"Successful"
"a disturbing [[examination]] of what appears to be the definition of a bad police shooting","a disturbing [[еxamination]] of what appears to be the definition of a bad police shooting",0.042953431606292725,0.84441739320755,1,0,1,27,"Successful"
"the lady and the duke is a [[smart]] romantic drama that dares to depict the french revolution from the aristocrats perspective","the lady and the duke is a [[smɑrt]] romantic drama that dares to depict the french revolution from the aristocrats perspective",0.022216379642486572,0.5100928544998169,1,0,1,25,"Successful"
"the film just might turn on many people to opera in general an art form at once visceral and spiritual wonderfully vulgar and [[sublimely]] lofty and as emotionally grand as life","the film just might turn on many people to opera in general an art form at once visceral and spiritual wonderfully vulgar and [[sublіmely]] lofty and as emotionally grand as life",0.142592191696167,0.6269362568855286,1,0,1,31,"Successful"
"flamboyant in some movies and [[artfully]] restrained in others 65 year old jack nicholson could be looking at his 12th oscar nomination by proving that he s now more than ever choosing his roles with the precision of the insurance actuary","flamboyant in some movies and [[artully]] restrained in others 65 year old jack nicholson could be looking at his 12th oscar nomination by proving that he s now more than ever choosing his roles with the precision of the insurance actuary",0.2938802242279053,0.6305227279663086,1,0,1,39,"Successful"
"an older cad instructs a younger lad in zen and the [[art]] of getting laid in this prickly indie comedy of manners and misanthropy","an older cad instructs a younger lad in zen and the [[aⲅt]] of getting laid in this prickly indie comedy of manners and misanthropy",0.4702015519142151,0.6262520551681519,1,0,1,25,"Successful"
"the film s only missteps come from the script s insistence on providing deep emotional motivation for each and every one of abagnale s antics","the film s only missteps come from the script s insistence on providing deep emotional motivation for each and every one of abagnale s antics",0.8870104551315308,0.8870104551315308,0,0,1,1,"Skipped"
"[[fans]] of [[behan]] s [[work]] and of irish movies in general will be rewarded by borstal boy","[[stalkers]] of [[beahn]] s [[working]] and of irish movies in general will be rewarded by borstal boy",0.03633981943130493,0.10704505443572998,1,1,1,36,"Failed"
"the dramatic crisis does nt always succeed in its quest to be taken seriously but huppert s volatile performance [[makes]] for a [[riveting]] movie experience","the dramatic crisis does nt always succeed in its quest to be taken seriously but huppert s volatile performance [[mkes]] for a [[rvieting]] movie experience",0.019725024700164795,0.6023893356323242,1,0,1,45,"Successful"
"like its new england characters most of whom wander about in thick clouds of denial the movie eventually gets around to its real emotional business [[striking]] deep chords of sadness","like its new england characters most of whom wander about in thick clouds of denial the movie eventually gets around to its real emotional business [[strikinɡ]] deep chords of sadness",0.18356376886367798,0.6002309918403625,1,0,1,36,"Successful"
"time out is as serious as a pink slip and more than that it s an [[observant]] unfussily poetic [[meditation]] about [[identity]] and alienation","time out is as serious as a pink slip and more than that it s an [[obsеrvant]] unfussily poetic [[meditate]] about [[identitу]] and alienation",0.02893739938735962,0.8689832091331482,1,0,1,48,"Successful"
"the film provides some [[great]] insight into the neurotic mindset of all [[comics]] even those who have reached the [[absolute]] top of the game","the film provides some [[gr]] [[eat]] insight into the neurotic mindset of all [[cartoons]] even those who have reached the [[utter]] top of the game",0.02555549144744873,0.0526503324508667,1,1,1,42,"Failed"
"an operatic sprawling [[picture]] that s [[entertainingly]] acted magnificently shot and [[gripping]] enough to sustain most of its 170 minute length","an operatic sprawling [[piture]] that s [[eոtertainingly]] acted magnificently shot and [[ɡripping]] enough to sustain most of its 170 minute length",0.01987391710281372,0.5782166719436646,1,0,1,62,"Successful"
"i ll put it this way if you re in the mood for a melodrama [[narrated]] by talking [[fish]] this is the movie for you","i ll put it this way if you re in the mood for a melodrama [[narrates]] by talking [[fishy]] this is the movie for you",0.25965291261672974,0.5565932989120483,1,0,1,37,"Successful"
"it s [[secondary]] to american psycho but still has [[claws]] enough to [[get]] inside you and stay there for a couple of hours","it s [[se]] [[condary]] to american psycho but still has [[pincers]] enough to [[gеt]] inside you and stay there for a couple of hours",0.18129658699035645,0.5366148948669434,1,0,1,40,"Successful"
"`` the mothman prophecies `` is a difficult film to [[shake]] from your conscience when night falls","`` the mothman prophecies `` is a difficult film to [[sհake]] from your conscience when night falls",0.4633978605270386,0.6041191816329956,1,0,1,24,"Successful"
"a completely spooky piece of business that gets under your skin and some plot blips aside stays there for the duration","a completely spooky piece of business that gets under your skin and some plot blips aside stays there for the duration",0.8742008805274963,0.8742008805274963,0,0,1,1,"Skipped"
"the film is about the relationships [[rather]] than about the outcome and it sees those relationships including that between the son and his wife and the wife and the father and between the two brothers with [[incredible]] [[subtlety]] and [[acumen]]","the film is about the relationships [[rathеr]] than about the outcome and it sees those relationships including that between the son and his wife and the wife and the father and between the two brothers with [[increible]] [[acumen]] and [[acuｍen]]",0.024278461933135986,0.6638761758804321,1,0,1,79,"Successful"
"a [[film]] that [[takes]] you inside the [[rhythms]] of its [[subject]] you experience it as you watch","a [[movies]] that [[tɑkes]] you inside the [[rhуthms]] of its [[topic]] you experience it as you watch",0.028372764587402344,0.19948714971542358,1,1,1,54,"Failed"
"a thinly [[veiled]] look at different aspects of chinese life clashing with each other","a thinly [[ѵeiled]] look at different aspects of chinese life clashing with each other",0.07094329595565796,0.910655677318573,1,0,1,23,"Successful"
"the imax screen [[enhances]] the [[personal]] touch of manual [[animation]]","the imax screen [[enhanceѕ]] the [[persnoal]] touch of manual [[animate]]",0.023554742336273193,0.5413880348205566,1,0,1,42,"Successful"
"this [[story]] of a determined woman s courage to find her husband in a war zone [[offers]] winning performances and some [[effecting]] moments","this [[storу]] of a determined woman s courage to find her husband in a war zone [[offe]] [[rs]] winning performances and some [[effceting]] moments",0.020263671875,0.7949708700180054,1,0,1,58,"Successful"
"[[good]] ol urban legend stuff","[[gоod]] ol urban legend stuff",0.07560199499130249,0.8891858458518982,1,0,1,16,"Successful"
"ok arthouse the power of this script and the performances that come with it is that the whole damned thing did nt get our moral hackles up","ok arthouse the power of this script and the performances that come with it is that the whole damned thing did nt get our moral hackles up",0.8211900591850281,0.8211900591850281,0,0,1,1,"Skipped"
"an [[intriguing]] look at the french film industry during the german occupation its most [[delightful]] moments come when various characters express their [[quirky]] [[inner]] selves","an [[intⲅiguing]] look at the french film industry during the german occupation its most [[deligհtful]] moments come when various characters express their [[lunatic]] [[innеr]] selves",0.0241774320602417,0.558429479598999,1,0,1,80,"Successful"
"a fairly disposable yet still [[entertaining]] b picture","a fairly disposable yet still [[droll]] b picture",0.055546581745147705,0.6349741220474243,1,0,1,28,"Successful"
"zhuangzhuang creates delicate balance of style text and subtext that s so simple and precise that anything discordant would topple the balance but against all odds nothing does","zhuangzhuang creates delicate balance of style text and subtext that s so simple and precise that anything discordant would topple the balance but against all odds nothing does",0.629881739616394,0.629881739616394,0,0,1,1,"Skipped"
"a [[penetrating]] [[potent]] [[exploration]] of sanctimony self awareness self hatred and self determination","a [[penetrɑting]] [[potnet]] [[crawling]] of sanctimony self awareness self hatred and self determination",0.02395772933959961,0.790627658367157,1,0,1,63,"Successful"
"this cinema verite speculation on the assassination of john f kennedy may have been inspired by blair witch but it takes its techniques into such fresh territory that the film [[never]] feels derivative","this cinema verite speculation on the assassination of john f kennedy may have been inspired by blair witch but it takes its techniques into such fresh territory that the film [[jamais]] feels derivative",0.05325925350189209,0.5466870665550232,1,0,1,33,"Successful"
"the inspirational screenplay by mike rich covers a lot of ground [[perhaps]] too much but ties things together neatly by the end","the inspirational screenplay by mike rich covers a lot of ground [[pеrhaps]] too much but ties things together neatly by the end",0.1461341381072998,0.5204935073852539,1,0,1,30,"Successful"
"it s a [[smart]] [[funny]] look at an arcane area of popular culture and if it is nt [[entirely]] persuasive it does give [[exposure]] to some [[talented]] performers","it s a [[smat]] [[droll]] look at an arcane area of popular culture and if it is nt [[entirelу]] persuasive it does give [[e×posure]] to some [[talenteԁ]] performers",0.021078109741210938,0.8118667602539062,1,0,1,88,"Successful"
"in the disturbingly involving family dysfunctional drama how i killed my father french director anne fontaine [[delivers]] an [[inspired]] [[portrait]] of male ridden angst and the emotional blockage that accompanies this human condition","in the disturbingly involving family dysfunctional drama how i killed my father french director anne fontaine [[deliveⲅs]] an [[insрired]] [[portrɑit]] of male ridden angst and the emotional blockage that accompanies this human condition",0.026198923587799072,0.7763131260871887,1,0,1,71,"Successful"
"a smart sassy and exceptionally [[charming]] romantic [[comedy]]","a smart sassy and exceptionally [[cute]] romantic [[comeԁy]]",0.02169889211654663,0.0435144305229187,1,1,1,25,"Failed"
"not only does spider man deliver but i suspect it might deliver again and again","not only does spider man deliver but i suspect it might deliver again and again",0.8032159209251404,0.8032159209251404,0,0,1,1,"Skipped"
"as simple and [[innocent]] a [[movie]] as you can imagine this is a movie you can [[trust]]","as simple and [[innocents]] a [[movіe]] as you can imagine this is a movie you can [[trus𝚝]]",0.02642005681991577,0.3397504687309265,1,1,1,34,"Failed"
"it sends you away a believer again and quite [[cheered]] at just that","it sends you away a believer again and quite [[cհeered]] at just that",0.03183406591415405,0.5565871000289917,1,0,1,20,"Successful"
"a simmering psychological [[drama]] in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them","a simmering psychological [[dramɑ]] in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them",0.07252264022827148,0.6612292528152466,1,0,1,24,"Successful"
"the sundance film festival has become so buzz obsessed that fans and producers descend upon utah each january to ferret out the next great thing tadpole was one of the films so declared this year but it s really more of the next pretty good thing","the sundance film festival has become so buzz obsessed that fans and producers descend upon utah each january to ferret out the next great thing tadpole was one of the films so declared this year but it s really more of the next pretty good thing",0.8115466237068176,0.8115466237068176,0,0,1,1,"Skipped"
"while not as aggressively impressive as its american counterpart `` in the bedroom `` moretti s film makes its own quieter [[observations]]","while not as aggressively impressive as its american counterpart `` in the bedroom `` moretti s film makes its own quieter [[obsеrvations]]",0.16745620965957642,0.7662858366966248,1,0,1,33,"Successful"
"where bowling for columbine is at its most [[valuable]] is in its examination of [[america]] s [[culture]] of fear as a [[root]] cause of gun [[violence]]","where bowling for columbine is at its most [[valuabⅼe]] is in its examination of [[usa]] s [[c]] [[ulture]] of fear as a [[rоot]] cause of gun [[violenϲe]]",0.03506416082382202,0.14162516593933105,1,1,1,74,"Failed"
"a very pretty after school special it s an effort to watch this movie but it eventually pays off and is [[effective]] if you stick with it","a very pretty after school special it s an effort to watch this movie but it eventually pays off and is [[effecti]] [[ve]] if you stick with it",0.03393286466598511,0.5439648628234863,1,0,1,28,"Successful"
"an old fashioned scary movie one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts","an old fashioned scary movie one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts",0.8972195982933044,0.8972195982933044,0,0,1,1,"Skipped"
"a teasing [[drama]] whose relentless good deedbad deed reversals are just interesting enough to make a sinner like me pray for an even more interesting less symmetrical less obviously cross shaped creation","a teasing [[darma]] whose relentless good deedbad deed reversals are just interesting enough to make a sinner like me pray for an even more interesting less symmetrical less obviously cross shaped creation",0.1190289855003357,0.5938591957092285,1,0,1,37,"Successful"
"the best revenge may just be living well because this film unlike other dumas adaptations is far more likened to a treasure than a lengthy jail sentence","the best revenge may just be living well because this film unlike other dumas adaptations is far more likened to a treasure than a lengthy jail sentence",0.5075650215148926,0.5075650215148926,0,0,1,1,"Skipped"
"a [[charming]] and [[funny]] [[story]] of clashing cultures and a clashing motherdaughter relationship","a [[charｍing]] and [[comical]] [[storу]] of clashing cultures and a clashing motherdaughter relationship",0.021715998649597168,0.7959187030792236,1,0,1,44,"Successful"
"biggie and tupac is so single mindedly daring it puts far more polished documentaries to [[shame]]","biggie and tupac is so single mindedly daring it puts far more polished documentaries to [[ignominy]]",0.07919692993164062,0.5371861457824707,1,0,1,24,"Successful"
"the artwork is [[spectacular]] and unlike most animaton from japan the characters move with [[grace]] and panache","the artwork is [[spectaculɑr]] and unlike most animaton from japan the characters move with [[graϲe]] and panache",0.02171999216079712,0.5526189804077148,1,0,1,42,"Successful"
"i [[liked]] a lot of the smaller scenes","i [[li𝒌ed]] a lot of the smaller scenes",0.46297967433929443,0.8831155896186829,1,0,1,15,"Successful"
"sad to say it accurately reflects the [[rage]] and alienation that fuels the self destructiveness of many young people","sad to say it accurately reflects the [[ragе]] and alienation that fuels the self destructiveness of many young people",0.23117107152938843,0.5383809804916382,1,0,1,25,"Successful"
"a [[lovely]] film elegant witty and beneath a prim exterior unabashedly [[romantic]] hugely enjoyable in its own right though not really faithful to its source s [[complexity]]","a [[lovеly]] film elegant witty and beneath a prim exterior unabashedly [[roamntic]] hugely enjoyable in its own right though not really faithful to its source s [[complexitу]]",0.07443302869796753,0.5850147604942322,1,0,1,66,"Successful"
"with `` the bourne identity `` we [[return]] to the more traditional action genre","with `` the bourne identity `` we [[revert]] to the more traditional action genre",0.2532103657722473,0.5300416350364685,1,0,1,23,"Successful"
"[[captures]] the [[raw]] comic energy of one of our most flamboyant female comics","[[captres]] the [[crude]] comic energy of one of our most flamboyant female comics",0.02380448579788208,0.9309266805648804,1,0,1,35,"Successful"
"so [[refreshingly]] incisive is grant that for the first time he ll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor","so [[rеfreshingly]] incisive is grant that for the first time he ll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor",0.04796034097671509,0.7533117532730103,1,0,1,34,"Successful"
