"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[features]] fincher s characteristically [[startling]] visual [[style]] and an almost palpable sense of [[intensity]]","[[have]] fincher s characteristically [[startle]] visual [[title]] and an almost palpable sense of [[chroma]]",0.02562415599822998,0.5260710120201111,1,0,1,89,"Successful"
"light years several warp speeds levels and levels of dilithium crystals [[better]] than the pitiful insurrection which is nt to say that it s the equal of some of its predecessors","light years several warp speeds levels and levels of dilithium crystals [[meliorate]] than the pitiful insurrection which is nt to say that it s the equal of some of its predecessors",0.44310426712036133,0.939642608165741,1,0,1,273,"Successful"
"witty [[contemplative]] and sublimely beautiful","witty [[broody]] and sublimely beautiful",0.021030664443969727,0.029509544372558594,1,1,1,21,"Failed"
"the talents of the [[actors]] [[helps]] `` moonlight mile `` [[rise]] above its [[heart]] on its sleeve [[writing]]","the talents of the [[worker]] [[avail]] `` moonlight mile `` [[rear]] above its [[nitty-gritty]] on its sleeve [[save]]",0.022611916065216064,0.6515693664550781,1,0,1,193,"Successful"
"an otherwise intense twist and turn thriller that certainly should nt hurt talented young gaghan s resume","an otherwise intense twist and turn thriller that certainly should nt hurt talented young gaghan s resume",0.542737603187561,0.542737603187561,0,0,1,1,"Skipped"
"[[unlike]] the nauseating fictions peddled by such have yourself a happy little holocaust movies as life is beautiful and jakob the liar the grey zone is [[honest]] enough to deny the possibility of hope in auschwitz","[[dissimilar]] the nauseating fictions peddled by such have yourself a happy little holocaust movies as life is beautiful and jakob the liar the grey zone is [[fair]] enough to deny the possibility of hope in auschwitz",0.12952351570129395,0.752538800239563,1,0,1,123,"Successful"
"the sweetest thing a romantic comedy with outrageous tendencies may be a mess in a lot of ways but it does have one saving grace a [[lot]] of its gags and observations [[reflect]] a woman s point of view","the sweetest thing a romantic comedy with outrageous tendencies may be a mess in a lot of ways but it does have one saving grace a [[slew]] of its gags and observations [[speculate]] a woman s point of view",0.05151265859603882,0.7616176009178162,1,0,1,375,"Successful"
"the tone errs on the shrill side tempered by a soft southern gentility that speaks of beauty grace and a closet full of skeletons","the tone errs on the shrill side tempered by a soft southern gentility that speaks of beauty grace and a closet full of skeletons",0.6356502175331116,0.6356502175331116,0,0,1,1,"Skipped"
"schaeffer is nt in this film which may be why it works as well as it does","schaeffer is nt in this film which may be why it works as well as it does",0.7880080938339233,0.7880080938339233,0,0,1,1,"Skipped"
"[[executed]] with such [[gentle]] but [[insistent]] sincerity with such [[good]] [[humor]] and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond","[[do]] with such [[entitle]] but [[repetitive]] sincerity with such [[unspoilt]] [[wittiness]] and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond",0.024640440940856934,0.8824653029441833,1,0,1,212,"Successful"
"a stylish but [[steady]] and ultimately very [[satisfying]] piece of character driven storytelling","a stylish but [[stiff]] and ultimately very [[fill]] piece of character driven storytelling",0.017444491386413574,0.8843675255775452,1,0,1,116,"Successful"
"there s none of the happily ever after spangle of monsoon wedding in late marriage and that s part of what makes dover kosashvili s outstanding feature debut so [[potent]]","there s none of the happily ever after spangle of monsoon wedding in late marriage and that s part of what makes dover kosashvili s outstanding feature debut so [[stiff]]",0.07522827386856079,0.9552591443061829,1,0,1,157,"Successful"
"mr tsai is a very original artist in his medium and what time is it there should be [[seen]] at the very least for its spasms of absurdist humor","mr tsai is a very original artist in his medium and what time is it there should be [[construe]] at the very least for its spasms of absurdist humor",0.2251458764076233,0.6885745525360107,1,0,1,118,"Successful"
"hollywood ending is not [[show]] stoppingly hilarious but scathingly witty [[nonetheless]]","hollywood ending is not [[evidence]] stoppingly hilarious but scathingly witty [[notwithstanding]]",0.03259307146072388,0.742174506187439,1,0,1,80,"Successful"
"because the genre is well established what makes the movie fresh is [[smart]] writing skewed characters and the title performance by kieran culkin","because the genre is well established what makes the movie fresh is [[impertinent]] writing skewed characters and the title performance by kieran culkin",0.08324450254440308,0.9671851396560669,1,0,1,189,"Successful"
"proof once again that if the filmmakers just follow the books they ca nt go wrong better effects better acting and a hilarious kenneth branagh an [[excellent]] sequel","proof once again that if the filmmakers just follow the books they ca nt go wrong better effects better acting and a hilarious kenneth branagh an [[fantabulous]] sequel",0.03491085767745972,0.7180283069610596,1,0,1,246,"Successful"
"the film s sense of imagery gives it a terrible strength but it s [[propelled]] by the acting","the film s sense of imagery gives it a terrible strength but it s [[incite]] by the acting",0.1022944450378418,0.7988038063049316,1,0,1,121,"Successful"
"a [[masterful]] [[film]] from a master filmmaker [[unique]] in its deceptive grimness [[compelling]] in its fatalist worldview","a [[consummate]] [[celluloid]] from a master filmmaker [[alone]] in its deceptive grimness [[obligate]] in its fatalist worldview",0.017992079257965088,0.9370284676551819,1,0,1,89,"Successful"
"in its own floundering way it gets to you just like igby","in its own floundering way it gets to you just like igby",0.8500580787658691,0.8500580787658691,0,0,1,1,"Skipped"
"[[imperfect]] yes but [[also]] [[intriguing]] and [[honorable]] a worthwhile [[addition]] to a [[distinguished]] [[film]] [[legacy]]","[[fallible]] yes but [[likewise]] [[scheme]] and [[honourable]] a worthwhile [[increase]] to a [[severalise]] [[celluloid]] [[bequest]]",0.016616523265838623,0.1349918246269226,1,1,1,125,"Failed"
"for anyone who remembers the [[60s]] or is interested in one man s response to [[stroke]] ram dass [[fierce]] grace is worth [[seeking]] out","for anyone who remembers the [[sixty]] or is interested in one man s response to [[apoplexy]] ram dass [[rough]] grace is worth [[essay]] out",0.022015094757080078,0.6438054442405701,1,0,1,155,"Successful"
"a delirious [[celebration]] of the female [[orgasm]]","a delirious [[festivity]] of the female [[climax]]",0.09548068046569824,0.7906623482704163,1,0,1,23,"Successful"
"in the end the film is less the cheap thriller you d expect than it is a fairly [[revealing]] study of its two main characters — damaged goods people whose orbits will inevitably and dangerously collide","in the end the film is less the cheap thriller you d expect than it is a fairly [[unwrap]] study of its two main characters — damaged goods people whose orbits will inevitably and dangerously collide",0.27216625213623047,0.8761693239212036,1,0,1,186,"Successful"
"baby faced renner is eerily [[convincing]] as this bland blank of a man with unimaginable demons within","baby faced renner is eerily [[convert]] as this bland blank of a man with unimaginable demons within",0.1868693232536316,0.9341635704040527,1,0,1,72,"Successful"
"[[smith]] [[profiles]] [[five]] [[extraordinary]] american [[homes]] and because the [[owners]] [[seem]] fully aware of the [[uses]] and [[abuses]] of fame it s a [[pleasure]] to [[enjoy]] their [[eccentricities]]","[[metalworker]] [[profile]] [[V]] [[over-the-top]] american [[plate]] and because the [[owner]] [[appear]] fully aware of the [[expend]] and [[ill-treat]] of fame it s a [[pleasance]] to [[revel]] their [[eccentricity]]",0.021938085556030273,0.5208265781402588,1,0,1,201,"Successful"
"[[call]] it magic realism or surrealism but [[miss]] wonton [[floats]] beyond reality with a certain degree of [[wit]] and [[dignity]]","[[bid]] it magic realism or surrealism but [[lack]] wonton [[drift]] beyond reality with a certain degree of [[wag]] and [[gravitas]]",0.026799023151397705,0.6358559727668762,1,0,1,171,"Successful"
"to the film s credit the acting is [[fresh]] and unselfconscious and munch is a marvel of reality versus sappy [[sentiment]]","to the film s credit the acting is [[unused]] and unselfconscious and munch is a marvel of reality versus sappy [[persuasion]]",0.022652029991149902,0.667510449886322,1,0,1,109,"Successful"
"as a [[good]] old fashioned [[adventure]] for kids spirit stallion of the cimarron is a [[winner]]","as a [[salutary]] old fashioned [[jeopardize]] for kids spirit stallion of the cimarron is a [[succeeder]]",0.031109333038330078,0.7082912921905518,1,0,1,149,"Successful"
"remains a [[solid]] if somewhat heavy handed account of the near disaster done up by howard with a steady if not very imaginative hand","remains a [[self-colored]] if somewhat heavy handed account of the near disaster done up by howard with a steady if not very imaginative hand",0.11308085918426514,0.6038246154785156,1,0,1,179,"Successful"
"for all the dolorous trim secretary is a genial romance that maintains a surprisingly buoyant tone throughout [[notwithstanding]] some of the writers sporadic dips into pop freudianism","for all the dolorous trim secretary is a genial romance that maintains a surprisingly buoyant tone throughout [[nonetheless]] some of the writers sporadic dips into pop freudianism",0.04753565788269043,0.8489841818809509,1,0,1,147,"Successful"
"[[es]] una [[de]] esas películas [[de]] [[las]] que uno sale reconfortado agradecido genuinamente sorprendido","[[eastward]] una [[Delaware]] esas películas [[Delaware]] [[lanthanum]] que uno sale reconfortado agradecido genuinamente sorprendido",0.08429008722305298,0.3313037157058716,1,1,1,49,"Failed"
"the story once it gets rolling is nothing [[short]] of a great one","the story once it gets rolling is nothing [[myopic]] of a great one",0.028247952461242676,0.8909631967544556,1,0,1,201,"Successful"
"the movie is full of [[fine]] performances led by josef bierbichler as brecht and monica bleibtreu as helene weigel his wife","the movie is full of [[hunky-dory]] performances led by josef bierbichler as brecht and monica bleibtreu as helene weigel his wife",0.03395193815231323,0.8529469966888428,1,0,1,74,"Successful"
"thanks to scott s charismatic roger and eisenberg s sweet nephew roger dodger is [[one]] of the most [[compelling]] variations on in the company of men","thanks to scott s charismatic roger and eisenberg s sweet nephew roger dodger is [[nonpareil]] of the most [[obligate]] variations on in the company of men",0.02317863702774048,0.7243648767471313,1,0,1,116,"Successful"
"highly [[recommended]] [[viewing]] for its courage [[ideas]] [[technical]] proficiency and [[great]] [[acting]]","highly [[urge]] [[screening]] for its courage [[approximation]] [[technological]] proficiency and [[bully]] [[pretend]]",0.022904276847839355,0.8352488279342651,1,0,1,135,"Successful"
"daringly perceptive [[taut]] [[piercing]] and [[feisty]] biggie and tupac is undeniably [[subversive]] and [[involving]] in its [[bold]] presentation","daringly perceptive [[tight]] [[pierce]] and [[spunky]] biggie and tupac is undeniably [[seditious]] and [[imply]] in its [[boldface]] presentation",0.018498122692108154,0.4533649682998657,1,1,1,101,"Failed"
"a [[compelling]] coming of age [[drama]] about the [[arduous]] [[journey]] of a sensitive young [[girl]] through a series of foster homes and a fierce [[struggle]] to pull free from her dangerous and domineering mother s hold over her","a [[obligate]] coming of age [[play]] about the [[laborious]] [[travel]] of a sensitive young [[fille]] through a series of foster homes and a fierce [[shinny]] to pull free from her dangerous and domineering mother s hold over her",0.023745179176330566,0.5943350195884705,1,0,1,283,"Successful"
"everywhere the camera looks there is something worth [[seeing]]","everywhere the camera looks there is something worth [[construe]]",0.04770076274871826,0.7476937770843506,1,0,1,124,"Successful"
"filmmakers david weissman and bill weber [[benefit]] enormously from the cockettes camera craziness not only did they film performances but they did the same at home","filmmakers david weissman and bill weber [[welfare]] enormously from the cockettes camera craziness not only did they film performances but they did the same at home",0.1614437699317932,0.7560407519340515,1,0,1,90,"Successful"
"the film is a very [[good]] viewing alternative for young women","the film is a very [[unspoilt]] viewing alternative for young women",0.030124664306640625,0.9319808483123779,1,0,1,109,"Successful"
"it s a [[clear]] eyed portrait of an intensely lived [[time]] filled with [[nervous]] energy moral ambiguity and great uncertainties","it s a [[unmortgaged]] eyed portrait of an intensely lived [[clip]] filled with [[queasy]] energy moral ambiguity and great uncertainties",0.02504831552505493,0.6224172115325928,1,0,1,197,"Successful"
"a [[lyrical]] metaphor for cultural and personal self [[discovery]] and a picaresque [[view]] of a [[little]] [[remembered]] [[world]]","a [[lyric]] metaphor for cultural and personal self [[find]] and a picaresque [[scene]] of a [[petty]] [[recollect]] [[cosmos]]",0.027297496795654297,0.4641472101211548,1,1,1,152,"Failed"
"this is the [[best]] american movie about troubled teens since 1998 s whatever","this is the [[unspoilt]] american movie about troubled teens since 1998 s whatever",0.07047861814498901,0.9331281781196594,1,0,1,126,"Successful"
"an ambitious and moving but [[bleak]] film","an ambitious and moving but [[barren]] film",0.03541254997253418,0.8345982432365417,1,0,1,46,"Successful"
"pocas veces [[es]] posible ver un elenco [[tan]] compenetrado [[con]] [[la]] historia donde todos y cada uno de los actores ofrecen actuaciones verdaderamente memorables","pocas veces [[E]] posible ver un elenco [[tangent]] compenetrado [[victimize]] [[Louisiana]] historia donde todos y cada uno de los actores ofrecen actuaciones verdaderamente memorables",0.1234709620475769,0.5408966541290283,1,0,1,119,"Successful"
"a disturbing [[examination]] of what appears to be the definition of a bad police shooting","a disturbing [[interrogatory]] of what appears to be the definition of a bad police shooting",0.042953431606292725,0.5454752445220947,1,0,1,84,"Successful"
"the lady and the duke is a [[smart]] romantic drama that dares to depict the french revolution from the aristocrats perspective","the lady and the duke is a [[impertinent]] romantic drama that dares to depict the french revolution from the aristocrats perspective",0.022216379642486572,0.9195605516433716,1,0,1,73,"Successful"
"the film just might turn on many people to opera in general an art form at once visceral and spiritual [[wonderfully]] vulgar and sublimely lofty and as emotionally grand as life","the film just might turn on many people to opera in general an art form at once visceral and spiritual [[toppingly]] vulgar and sublimely lofty and as emotionally grand as life",0.142592191696167,0.5946980714797974,1,0,1,214,"Successful"
"flamboyant in some movies and [[artfully]] restrained in others 65 year old jack nicholson could be looking at his 12th oscar nomination by proving that he s now more than ever choosing his roles with the precision of the insurance actuary","flamboyant in some movies and [[trickily]] restrained in others 65 year old jack nicholson could be looking at his 12th oscar nomination by proving that he s now more than ever choosing his roles with the precision of the insurance actuary",0.2938802242279053,0.839860737323761,1,0,1,157,"Successful"
"an older cad instructs a [[younger]] lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy","an older cad instructs a [[immature]] lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy",0.4702015519142151,0.8356672525405884,1,0,1,173,"Successful"
"the film s only missteps come from the script s insistence on providing deep emotional motivation for each and every one of abagnale s antics","the film s only missteps come from the script s insistence on providing deep emotional motivation for each and every one of abagnale s antics",0.8870104551315308,0.8870104551315308,0,0,1,1,"Skipped"
"[[fans]] of behan s work and of irish movies in general will be [[rewarded]] by borstal boy","[[rooter]] of behan s work and of irish movies in general will be [[repay]] by borstal boy",0.03633981943130493,0.6905325651168823,1,0,1,75,"Successful"
"the dramatic crisis does nt always succeed in its quest to be taken seriously but huppert s volatile performance [[makes]] for a [[riveting]] movie experience","the dramatic crisis does nt always succeed in its quest to be taken seriously but huppert s volatile performance [[crap]] for a [[center]] movie experience",0.019725024700164795,0.9323723912239075,1,0,1,238,"Successful"
"like its new england characters most of whom wander about in thick clouds of denial the movie eventually [[gets]] around to its real emotional business striking deep chords of sadness","like its new england characters most of whom wander about in thick clouds of denial the movie eventually [[dumbfound]] around to its real emotional business striking deep chords of sadness",0.18356376886367798,0.9033520817756653,1,0,1,309,"Successful"
"time out is as [[serious]] as a pink [[slip]] and more than that it s an observant unfussily poetic [[meditation]] about identity and [[alienation]]","time out is as [[unplayful]] as a pink [[gaffe]] and more than that it s an observant unfussily poetic [[speculation]] about identity and [[disaffection]]",0.02893739938735962,0.8009299039840698,1,0,1,120,"Successful"
"the film provides some [[great]] insight into the neurotic mindset of all comics [[even]] those who have reached the [[absolute]] [[top]] of the [[game]]","the film provides some [[bully]] insight into the neurotic mindset of all comics [[yet]] those who have reached the [[downright]] [[teetotum]] of the [[halting]]",0.02555549144744873,0.516887903213501,1,0,1,215,"Successful"
"an operatic [[sprawling]] picture that s entertainingly acted magnificently shot and gripping enough to [[sustain]] most of its 170 minute length","an operatic [[straggling]] picture that s entertainingly acted magnificently shot and gripping enough to [[suffer]] most of its 170 minute length",0.01987391710281372,0.7075129151344299,1,0,1,171,"Successful"
"i ll [[put]] it this way if you re in the mood for a melodrama narrated by [[talking]] fish this is the movie for you","i ll [[pose]] it this way if you re in the mood for a melodrama narrated by [[utter]] fish this is the movie for you",0.25965291261672974,0.5280060768127441,1,0,1,89,"Successful"
"it s secondary to american psycho but still has claws enough to [[get]] inside you and stay there for a couple of hours","it s secondary to american psycho but still has claws enough to [[dumbfound]] inside you and stay there for a couple of hours",0.18129658699035645,0.640333890914917,1,0,1,220,"Successful"
"`` the mothman prophecies `` is a difficult film to [[shake]] from your conscience when night falls","`` the mothman prophecies `` is a difficult film to [[stimulate]] from your conscience when night falls",0.4633978605270386,0.8085098266601562,1,0,1,108,"Successful"
"a completely spooky piece of business that gets under your skin and some plot blips aside stays there for the duration","a completely spooky piece of business that gets under your skin and some plot blips aside stays there for the duration",0.8742008805274963,0.8742008805274963,0,0,1,1,"Skipped"
"the [[film]] is about the relationships [[rather]] than about the [[outcome]] and it [[sees]] those relationships including that between the [[son]] and his wife and the wife and the [[father]] and between the two brothers with incredible [[subtlety]] and acumen","the [[movie]] is about the relationships [[instead]] than about the [[result]] and it [[construe]] those relationships including that between the [[Logos]] and his wife and the wife and the [[Father-God]] and between the two brothers with incredible [[shade]] and acumen",0.024278461933135986,0.6509273648262024,1,0,1,211,"Successful"
"a film that [[takes]] you inside the rhythms of its subject you experience it as you [[watch]]","a film that [[remove]] you inside the rhythms of its subject you experience it as you [[ticker]]",0.028372764587402344,0.6556180715560913,1,0,1,205,"Successful"
"a thinly [[veiled]] look at different aspects of chinese life clashing with each other","a thinly [[obliterate]] look at different aspects of chinese life clashing with each other",0.07094329595565796,0.9437836408615112,1,0,1,72,"Successful"
"the imax screen [[enhances]] the personal [[touch]] of manual [[animation]]","the imax screen [[raise]] the personal [[advert]] of manual [[brio]]",0.023554742336273193,0.6088163256645203,1,0,1,109,"Successful"
"this [[story]] of a [[determined]] woman s courage to [[find]] her husband in a war zone [[offers]] [[winning]] performances and some effecting [[moments]]","this [[tarradiddle]] of a [[compulsive]] woman s courage to [[incur]] her husband in a war zone [[fling]] [[advance]] performances and some effecting [[mo]]",0.020263671875,0.8172498941421509,1,0,1,216,"Successful"
"[[good]] ol urban legend stuff","[[undecomposed]] ol urban legend stuff",0.07560199499130249,0.9749123454093933,1,0,1,97,"Successful"
"ok arthouse the power of this script and the performances that come with it is that the whole damned thing did nt get our moral hackles up","ok arthouse the power of this script and the performances that come with it is that the whole damned thing did nt get our moral hackles up",0.8211900591850281,0.8211900591850281,0,0,1,1,"Skipped"
"an [[intriguing]] [[look]] at the french film industry during the german occupation its most delightful moments [[come]] when various [[characters]] [[express]] their quirky inner selves","an [[scheme]] [[wait]] at the french film industry during the german occupation its most delightful moments [[fall]] when various [[grapheme]] [[limited]] their quirky inner selves",0.0241774320602417,0.8669120073318481,1,0,1,202,"Successful"
"a fairly disposable yet still [[entertaining]] b picture","a fairly disposable yet still [[nurse]] b picture",0.055546581745147705,0.9111509323120117,1,0,1,103,"Successful"
"zhuangzhuang creates delicate balance of style text and subtext that s so simple and precise that anything discordant would topple the balance but against all odds nothing does","zhuangzhuang creates delicate balance of style text and subtext that s so simple and precise that anything discordant would topple the balance but against all odds nothing does",0.629881739616394,0.629881739616394,0,0,1,1,"Skipped"
"a [[penetrating]] [[potent]] exploration of sanctimony self awareness self hatred and self determination","a [[infiltrate]] [[stiff]] exploration of sanctimony self awareness self hatred and self determination",0.02395772933959961,0.7172521352767944,1,0,1,75,"Successful"
"this cinema verite speculation on the assassination of john f kennedy may have been inspired by blair witch but it takes its techniques into such fresh territory that the film [[never]] feels derivative","this cinema verite speculation on the assassination of john f kennedy may have been inspired by blair witch but it takes its techniques into such fresh territory that the film [[ne'er]] feels derivative",0.05325925350189209,0.7765683531761169,1,0,1,189,"Successful"
"the inspirational screenplay by mike rich covers a lot of ground perhaps too much but [[ties]] things together neatly by the end","the inspirational screenplay by mike rich covers a lot of ground perhaps too much but [[necktie]] things together neatly by the end",0.1461341381072998,0.5480771064758301,1,0,1,201,"Successful"
"it s a [[smart]] funny look at an arcane area of popular culture and if it is nt entirely persuasive it does [[give]] exposure to some talented performers","it s a [[impertinent]] funny look at an arcane area of popular culture and if it is nt entirely persuasive it does [[collapse]] exposure to some talented performers",0.021078109741210938,0.6357859373092651,1,0,1,186,"Successful"
"in the disturbingly [[involving]] family dysfunctional drama how i killed my father french director anne fontaine [[delivers]] an [[inspired]] portrait of male ridden angst and the emotional blockage that accompanies this human condition","in the disturbingly [[necessitate]] family dysfunctional drama how i killed my father french director anne fontaine [[save]] an [[barrack]] portrait of male ridden angst and the emotional blockage that accompanies this human condition",0.026198923587799072,0.6054669618606567,1,0,1,198,"Successful"
"a [[smart]] sassy and exceptionally charming romantic [[comedy]]","a [[impertinent]] sassy and exceptionally charming romantic [[drollery]]",0.02169889211654663,0.5927703380584717,1,0,1,75,"Successful"
"not only does spider man deliver but i suspect it might deliver again and again","not only does spider man deliver but i suspect it might deliver again and again",0.8032159209251404,0.8032159209251404,0,0,1,1,"Skipped"
"as [[simple]] and [[innocent]] a movie as you can imagine this is a movie you can trust","as [[unproblematic]] and [[barren]] a movie as you can imagine this is a movie you can trust",0.02642005681991577,0.8289100527763367,1,0,1,87,"Successful"
"it sends you away a [[believer]] again and quite [[cheered]] at just that","it sends you away a [[worshiper]] again and quite [[barrack]] at just that",0.03183406591415405,0.8475730419158936,1,0,1,51,"Successful"
"a [[simmering]] psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them","a [[stewing]] psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them",0.07252264022827148,0.7926232814788818,1,0,1,77,"Successful"
"the sundance film festival has become so buzz obsessed that fans and producers descend upon utah each january to ferret out the next great thing tadpole was one of the films so declared this year but it s really more of the next pretty good thing","the sundance film festival has become so buzz obsessed that fans and producers descend upon utah each january to ferret out the next great thing tadpole was one of the films so declared this year but it s really more of the next pretty good thing",0.8115466237068176,0.8115466237068176,0,0,1,1,"Skipped"
"while not as aggressively impressive as its american counterpart `` in the bedroom `` moretti s film [[makes]] its own quieter observations","while not as aggressively impressive as its american counterpart `` in the bedroom `` moretti s film [[crap]] its own quieter observations",0.16745620965957642,0.8201043009757996,1,0,1,153,"Successful"
"where [[bowling]] for columbine is at its most [[valuable]] is in its [[examination]] of [[america]] s [[culture]] of [[fear]] as a [[root]] [[cause]] of [[gun]] [[violence]]","where [[bowl]] for columbine is at its most [[worthful]] is in its [[interrogatory]] of [[USA]] s [[cultivation]] of [[fright]] as a [[etymon]] [[campaign]] of [[torpedo]] [[force]]",0.03506416082382202,0.08652162551879883,1,1,1,180,"Failed"
"a very pretty after school special it s an effort to watch this movie but it eventually pays off and is [[effective]] if you stick with it","a very pretty after school special it s an effort to watch this movie but it eventually pays off and is [[effectual]] if you stick with it",0.03393286466598511,0.5084929466247559,1,0,1,119,"Successful"
"an old fashioned scary movie one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts","an old fashioned scary movie one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts",0.8972195982933044,0.8972195982933044,0,0,1,1,"Skipped"
"a teasing drama whose relentless good deedbad deed reversals are just [[interesting]] enough to make a sinner like me pray for an even more interesting less symmetrical less obviously cross shaped creation","a teasing drama whose relentless good deedbad deed reversals are just [[worry]] enough to make a sinner like me pray for an even more interesting less symmetrical less obviously cross shaped creation",0.1190289855003357,0.7727952003479004,1,0,1,278,"Successful"
"the best revenge may just be living well because this film unlike other dumas adaptations is far more likened to a treasure than a lengthy jail sentence","the best revenge may just be living well because this film unlike other dumas adaptations is far more likened to a treasure than a lengthy jail sentence",0.5075650215148926,0.5075650215148926,0,0,1,1,"Skipped"
"a charming and [[funny]] [[story]] of clashing cultures and a clashing motherdaughter relationship","a charming and [[laughable]] [[fib]] of clashing cultures and a clashing motherdaughter relationship",0.021715998649597168,0.6366986036300659,1,0,1,105,"Successful"
"biggie and tupac is so single mindedly [[daring]] it puts far more polished documentaries to shame","biggie and tupac is so single mindedly [[venturous]] it puts far more polished documentaries to shame",0.07919692993164062,0.9593877792358398,1,0,1,81,"Successful"
"the artwork is [[spectacular]] and unlike most animaton from [[japan]] the characters [[move]] with [[grace]] and [[panache]]","the artwork is [[prominent]] and unlike most animaton from [[Nihon]] the characters [[displace]] with [[deck]] and [[dash]]",0.02171999216079712,0.8385305404663086,1,0,1,115,"Successful"
"i [[liked]] a lot of the smaller scenes","i [[wish]] a lot of the smaller scenes",0.46297967433929443,0.9076014161109924,1,0,1,77,"Successful"
"[[sad]] to say it accurately reflects the rage and alienation that fuels the self destructiveness of many young people","[[pitiful]] to say it accurately reflects the rage and alienation that fuels the self destructiveness of many young people",0.23117107152938843,0.8791612386703491,1,0,1,75,"Successful"
"a [[lovely]] [[film]] [[elegant]] witty and beneath a prim exterior unabashedly [[romantic]] [[hugely]] enjoyable in its own [[right]] though not really faithful to its [[source]] s complexity","a [[pin-up]] [[celluloid]] [[refined]] witty and beneath a prim exterior unabashedly [[romanticist]] [[enormously]] enjoyable in its own [[rightfield]] though not really faithful to its [[germ]] s complexity",0.07443302869796753,0.555058479309082,1,0,1,155,"Successful"
"with `` the bourne identity `` we [[return]] to the more traditional action genre","with `` the bourne identity `` we [[fall]] to the more traditional action genre",0.2532103657722473,0.8570207357406616,1,0,1,88,"Successful"
"[[captures]] the raw comic energy of one of our most flamboyant female comics","[[fascinate]] the raw comic energy of one of our most flamboyant female comics",0.02380448579788208,0.6837989091873169,1,0,1,101,"Successful"
"so refreshingly [[incisive]] is grant that for the first [[time]] he ll probably [[appeal]] more to guys than to their girlfriends who drag them to this movie for the hugh factor","so refreshingly [[knifelike]] is grant that for the first [[sentence]] he ll probably [[solicitation]] more to guys than to their girlfriends who drag them to this movie for the hugh factor",0.04796034097671509,0.655120313167572,1,0,1,130,"Successful"
